latitude,longitude,date,rainfall_mm,soil_moisture,slope,elevation,abs_lat,label
22.1334,96.4669,2015-10-13,18.2,0.7939,,,22.133,1
24.9829,93.5063,2013-09-01,3.7,0.6617,,,24.983,1
26.1548,91.7351,2011-09-23,12.4,0.8199,,,26.155,1
26.1498,94.6055,2013-08-04,9.3,0.8238,,,26.15,1
25.4192,94.108,2011-07-29,14.0,0.7874,,,25.419,1
25.6320357,94.10065403,2017-07-09,16.8,0.8452,,,25.632,1
25.195355,93.172758,2017-04-04,41.0,0.8274,,,25.195,1
27.3392,88.6188,2010-08-27,28.9,0.7134,,,27.339,1
24.7625,93.4341,2013-08-17,12.5,0.7002,,,24.762,1
26.2753,94.6654,2010-08-17,5.0,0.807,,,26.275,1
25.8143,90.5763,2014-09-24,4.7,0.7781,,,25.814,1
25.9702,91.8587,2014-10-05,0.0,0.7296,,,25.97,1
24.9356,93.8443,2010-07-31,10.0,0.7884,,,24.936,1
25.72019272,94.03225673,2017-07-08,16.2,0.8453,,,25.72,1
25.5772,91.8666,2014-09-23,125.6,0.8123,,,25.577,1
24.416,94.0984,2015-08-01,33.3,0.7256,,,24.416,1
24.0896,91.4663,2013-05-08,57.9,0.715,,,24.09,1
25.43807422,91.79904872,2017-06-17,41.4,0.85,,,25.438,1
28.9205,95.3429,2014-06-26,9.2,0.7066,,,28.921,1
23.7313,92.7187,2015-09-14,10.7,0.7047,,,23.731,1
27.1675,88.3651,2012-09-16,70.3,0.7229,,,27.168,1
25.3433,92.2897,2010-05-11,37.2,0.8075,,,25.343,1
26.1062,91.8717,2015-07-25,1.3,0.8016,,,26.106,1
26.8599,89.3943,2010-07-21,147.7,0.6421,,,26.86,1
26.0319,94.5466,2015-06-24,15.6,0.7858,,,26.032,1
27.0165,88.2476,2015-06-13,33.4,0.7094,,,27.017,1
28.8254,96.1517,2012-06-02,22.9,0.7133,,,28.825,1
27.21962595,89.5187916,2010-05-20,7.9,0.7004,,,27.22,1
25.61919207,92.7094701,2017-04-29,1.9,0.7626,,,25.619,1
28.3036,95.4112,2010-09-09,37.9,0.7138,,,28.304,1
25.6682,94.1099,2011-06-28,36.8,0.7985,,,25.668,1
25.31006064,94.48265093,2010-08-15,16.9,0.7767,,,25.31,1
26.84850975,88.26181745,2011-06-17,27.4,0.7099,,,26.849,1
26.10430759,91.86227824,2017-07-03,83.0,0.8545,,,26.104,1
25.6623,94.1072,2010-10-10,1.8,0.7919,,,25.662,1
27.0087,88.443,2015-06-17,14.3,0.7015,,,27.009,1
26.11613908,94.24222574,2017-07-01,19.0,0.8542,,,26.116,1
26.1016,91.6906,2013-05-11,29.0,0.8184,,,26.102,1
25.318,94.0441,2013-08-09,5.2,0.7004,,,25.318,1
27.5,90.5034,2010-08-23,74.2,0.7138,,,27.5,1
26.99195749,88.42280921,2011-07-17,19.8,0.703,,,26.992,1
27.5509,88.6475,2010-07-21,53.9,0.7101,,,27.551,1
23.7365,92.7146,2010-08-06,17.2,0.7036,,,23.736,1
25.6269,94.1139,2013-07-12,27.1,0.8122,,,25.627,1
25.2269,93.1658,2010-06-15,8.1,0.7795,,,25.227,1
27.6047,88.6463,2013-09-08,4.2,0.7081,,,27.605,1
26.222,94.9152,2010-08-14,31.6,0.7376,,,26.222,1
22.65620215,93.61589869,2017-05-29,70.6,0.6767,,,22.656,1
24.27173018,93.28039349,2017-07-09,2.2,0.6683,,,24.272,1
26.3186,94.5121,2011-06-20,11.8,0.8003,,,26.319,1
27.4885,88.4451,2011-06-17,66.3,0.7146,,,27.488,1
26.0481,94.4619,2013-08-04,4.9,0.7933,,,26.048,1
22.65242372,92.15898865,2017-06-13,103.3,0.6086,,,22.652,1
27.8835,96.9262,2015-08-16,12.6,0.7082,,,27.884,1
25.9611,91.3681,2016-07-07,27.2,0.7848,,,25.961,1
26.8727,94.9275,2013-08-16,16.4,0.7391,,,26.873,1
27.5205,89.7466,2012-09-14,45.8,0.7138,,,27.52,1
25.6633,94.4703,2010-10-08,26.2,0.816,,,25.663,1
25.426,94.6024,2013-10-13,0.0,0.618,,,25.426,1
26.3335,94.5512,2010-06-15,20.3,0.7839,,,26.334,1
23.4495,92.8112,2015-08-28,1.3,0.6766,,,23.45,1
26.8843,88.1835,2015-06-30,15.6,0.7105,,,26.884,1
26.3312531,94.55427723,2017-07-01,29.9,0.8542,,,26.331,1
23.7736,94.1201,2015-08-01,14.1,0.8021,,,23.774,1
25.06657276,93.9310888,2017-06-30,33.6,0.8486,,,25.067,1
22.65242372,92.15898865,2017-06-13,103.3,0.6086,,,22.652,1
27.8776,94.25,2013-06-01,11.5,0.7089,,,27.878,1
25.72,94.6219,2015-08-02,4.4,0.8157,,,25.72,1
27.0377,88.3603,2012-09-14,109.7,0.7101,,,27.038,1
26.7973,88.1389,2016-08-09,3.1,0.6763,,,26.797,1
25.16,93.686,2015-06-19,1.8,0.6688,,,25.16,1
25.616,94.1167,2013-07-12,27.7,0.8122,,,25.616,1
25.6237,94.1136,2015-08-12,13.2,0.8311,,,25.624,1
24.21988831,93.20266204,2017-06-26,34.6,0.7104,,,24.22,1
22.80452414,91.91261915,2017-06-13,55.9,0.7128,,,22.805,1
27.02099026,89.90712175,2017-07-08,49.0,0.7058,,,27.021,1
25.5728,91.885,2010-06-28,68.2,0.8176,,,25.573,1
26.1028,91.8806,2015-08-22,28.2,0.8015,,,26.103,1
24.33197035,91.8008536,2017-06-19,33.5,0.7115,,,24.332,1
26.8716,94.9921,2010-07-20,103.1,0.8117,,,26.872,1
24.5308,92.5121,2016-05-18,31.7,0.7121,,,24.531,1
25.06466676,94.27420555,2017-07-08,106.1,0.7128,,,25.065,1
27.02149311,88.25902123,2017-07-06,16.3,0.711,,,27.021,1
22.4254,91.8022,2015-07-26,114.9,0.7159,,,22.425,1
25.132228,93.04681,2017-04-04,52.5,0.8387,,,25.132,1
24.7992,93.948,2011-07-22,11.0,0.8094,,,24.799,1
26.092493,94.257523,2016-09-05,18.1,0.7892,,,26.092,1
25.4538,93.9827,2015-07-22,21.8,0.7336,,,25.454,1
25.660517,94.104931,2016-08-25,15.5,0.8057,,,25.661,1
22.74955141,92.22099982,2017-06-13,102.6,0.6086,,,22.75,1
24.83507319,93.89896294,2017-07-09,4.5,0.8394,,,24.835,1
24.7679,93.4108,2010-10-08,29.9,0.7142,,,24.768,1
27.8385,88.556,2012-09-19,21.5,0.714,,,27.838,1
25.3908,94.0926,2015-07-22,21.8,0.8218,,,25.391,1
24.808,93.117,2011-09-06,8.9,0.7017,,,24.808,1
25.8833,91.2,2010-06-09,34.9,0.8152,,,25.883,1
25.0672,93.4093,2011-05-22,35.0,0.7101,,,25.067,1
25.6167,96.3167,2010-07-15,15.9,0.7758,,,25.617,1
26.1665,91.7049,2013-10-06,24.5,0.8058,,,26.166,1
26.9653186,88.2667225,2017-06-05,88.0,0.706,,,26.965,1
23.6866,93.017,2015-08-27,13.4,0.706,,,23.687,1
28.0822,96.5316,2016-05-01,7.0,0.703,,,28.082,1
25.15246863,92.94670614,2017-06-04,123.6,0.8348,,,25.152,1
25.7131,94.0885,2013-07-17,9.9,0.8267,,,25.713,1
22.90813548,92.47207294,2017-06-09,12.0,0.6955,,,22.908,1
26.284,94.5808,2013-08-04,9.3,0.8169,,,26.284,1
24.32420539,93.15020652,2017-06-26,30.6,0.7118,,,24.324,1
27.4888,93.0153,2011-08-15,86.2,0.7145,,,27.489,1
25.77171292,93.93507183,2017-04-07,4.2,0.8224,,,25.772,1
26.1147,94.3864,2013-07-01,15.5,0.8069,,,26.115,1
26.1475,91.7356,2012-06-02,19.2,0.8127,,,26.148,1
25.63961883,94.11112157,2010-09-12,16.2,0.7718,,,25.64,1
26.0137,94.5163,2013-08-04,4.9,0.7919,,,26.014,1
26.1314,91.7548,2014-09-22,55.8,0.804,,,26.131,1
24.79591421,93.72386429,2017-03-30,151.5,0.854,,,24.796,1
28.9986,94.8885,2012-07-05,69.1,0.7148,,,28.999,1
25.5007,93.9854,2015-07-22,21.8,0.7336,,,25.501,1
25.8702,94.7844,2016-07-28,3.6,0.8142,,,25.87,1
25.1555,93.8474,2011-05-31,93.7,0.7138,,,25.155,1
26.9722,88.4481,2010-08-19,87.1,0.711,,,26.972,1
23.3572,92.7878,2015-08-26,7.6,0.6916,,,23.357,1
28.3092,95.4149,2010-10-03,4.0,0.6741,,,28.309,1
26.7223,95.0243,2016-04-19,36.6,0.8082,,,26.722,1
24.9786,93.5027,2010-07-29,35.6,0.7092,,,24.979,1
22.6239,91.6743,2016-05-21,40.3,0.7053,,,22.624,1
26.8826,88.2806,2015-07-07,2.0,0.6888,,,26.883,1
22.3507,91.8147,2015-07-19,25.4,0.7094,,,22.351,1
24.37169581,93.70684171,2017-07-10,25.2,0.8433,,,24.372,1
26.149,91.7351,2012-06-20,46.1,0.8038,,,26.149,1
25.0634,94.3415,2015-07-31,52.0,0.7551,,,25.063,1
25.6172,96.3005,2015-01-06,0.0,0.5951,,,25.617,1
27.0869,93.6086,2014-08-17,3.2,0.8271,,,27.087,1
26.1044,91.7082,2014-09-22,37.1,0.8028,,,26.104,1
25.2568,92.3825,2015-08-19,51.9,0.7926,,,25.257,1
27.1614,93.7525,2013-09-02,12.3,0.7016,,,27.161,1
23.7118,90.4077,2011-07-19,20.3,0.7047,,,23.712,1
27.0257,88.4301,2015-06-17,14.3,0.7015,,,27.026,1
27.3773,88.559,2010-07-21,53.9,0.7144,,,27.377,1
26.8546,88.3373,2012-07-19,54.9,0.7128,,,26.855,1
23.9939,94.0573,2015-08-01,16.4,0.7756,,,23.994,1
25.5125,93.3613,2011-06-29,3.7,0.7488,,,25.512,1
25.583,91.893,2015-09-23,50.4,0.8047,,,25.583,1
27.059,88.4694,2014-07-15,19.4,0.7028,,,27.059,1
27.1176,88.1069,2016-07-20,96.7,0.7138,,,27.118,1
22.3496,91.8138,2015-09-21,21.2,0.7107,,,22.35,1
23.7131,92.7362,2015-06-19,8.6,0.6606,,,23.713,1
27.7344,88.633,2011-08-25,8.7,0.7031,,,27.734,1
26.1619,91.7697,2014-06-27,7.1,0.8153,,,26.162,1
27.61790706,93.84196894,2017-04-22,15.4,0.7038,,,27.618,1
23.9278,94.0906,2015-08-01,16.4,0.8154,,,23.928,1
25.0951,92.3567,2012-06-13,12.8,0.7862,,,25.095,1
24.7543,93.5039,2010-06-07,10.2,0.6932,,,24.754,1
22.1909,92.2135,2015-08-21,11.5,0.7054,,,22.191,1
25.1775,93.0123,2012-06-03,183.9,0.8008,,,25.177,1
25.67061161,94.11844319,2017-06-02,20.5,0.838,,,25.671,1
25.5006,90.0896,2014-10-20,0.2,0.7235,,,25.501,1
26.8366,88.0839,2015-07-01,24.4,0.7095,,,26.837,1
25.2193,90.5549,2015-08-19,58.0,0.799,,,25.219,1
27.8837,93.0515,2013-08-01,17.7,0.6992,,,27.884,1
26.1961,91.7825,2016-06-22,11.7,0.7965,,,26.196,1
25.181453,93.118105,2017-04-04,52.8,0.8295,,,25.181,1
25.4769,94.1351,2010-10-08,24.1,0.8141,,,25.477,1
24.1988,94.1016,2015-08-01,17.3,0.7134,,,24.199,1
26.9343,88.4486,2016-10-15,0.0,0.6397,,,26.934,1
26.8692,88.4695,2016-10-12,137.1,0.721,,,26.869,1
25.7658,93.9413,2013-07-17,9.9,0.8072,,,25.766,1
25.682,94.1076,2010-10-09,18.4,0.7907,,,25.682,1
26.1309,91.8383,2013-10-06,24.5,0.8356,,,26.131,1
27.1695,88.3664,2016-10-15,2.1,0.6871,,,27.169,1
23.899,94.1434,2015-08-01,15.0,0.8154,,,23.899,1
25.6269,94.1139,2013-07-15,12.0,0.7848,,,25.627,1
25.4243,88.2746,2015-06-30,5.0,0.6798,,,25.424,1
27.3034,93.804,2016-07-16,27.1,0.7463,,,27.303,1
26.1978,91.7665,2010-04-20,50.4,0.7899,,,26.198,1
27.0678,88.456,2015-07-01,19.9,0.709,,,27.068,1
26.20450454,91.87202793,2017-07-03,66.9,0.8534,,,26.205,1
27.2319,88.497,2010-08-26,9.8,0.714,,,27.232,1
26.1677,94.2442,2016-06-12,10.1,0.8054,,,26.168,1
22.6461,97.3193,2010-10-06,0.8,0.7158,,,22.646,1
22.59420297,92.16404889,2017-06-12,210.3,0.7163,,,22.594,1
25.8266,94.1497,2013-10-05,26.4,0.7988,,,25.827,1
25.6278,94.1051,2015-08-19,22.4,0.7961,,,25.628,1
23.33501164,92.85410625,2017-06-12,148.5,0.715,,,23.335,1
23.7348,92.7187,2015-09-14,10.7,0.7047,,,23.735,1
27.0136,92.6351,2016-07-01,25.6,0.7688,,,27.014,1
25.8376,94.5234,2013-08-04,5.8,0.8039,,,25.838,1
25.82860033,91.876717,2017-07-06,23.1,0.8327,,,25.829,1
26.1964,91.7652,2014-06-28,4.5,0.7567,,,26.196,1
25.7238,89.9032,2014-09-23,7.1,0.6841,,,25.724,1
25.4788,94.1399,2010-10-09,17.9,0.754,,,25.479,1
25.5242,92.9914,2010-10-09,44.6,0.8038,,,25.524,1
25.03561729,94.0144205,2011-06-28,8.6,0.7928,,,25.036,1
22.3312,91.8252,2012-06-24,39.9,0.7131,,,22.331,1
26.33764,90.11321,2021-01-22,0.0,0.5996,,,26.338,0
26.70819,98.11944,2020-01-25,0.8,0.8027,,,26.708,0
21.84614,91.94048,2020-11-22,0.3,0.1598,,,21.846,0
23.55163,90.81954,2016-11-08,0.0,0.6411,,,23.552,0
25.90902,88.85869,2019-05-16,10.3,0.6684,,,25.909,0
26.73533,94.49623,2013-12-14,0.0,0.5041,,,26.735,0
24.04984,89.36619,2021-10-04,11.0,0.6551,,,24.05,0
24.82262,95.82228,2015-08-11,11.8,0.7827,,,24.823,0
27.53011,89.16838,2020-08-30,10.1,0.676,,,27.53,0
28.40311,87.79532,2015-03-28,0.0,0.2868,,,28.403,0
26.39083,92.73489,2013-06-18,9.6,0.7839,,,26.391,0
26.10296,87.6823,2013-12-13,0.0,0.2675,,,26.103,0
23.30409,94.41159,2021-12-10,0.2,0.6834,,,23.304,0
28.9181,90.11077,2019-04-12,0.0,0.6279,,,28.918,0
25.76965,87.61132,2021-03-25,0.0,0.2202,,,25.77,0
22.88016,90.81516,2019-09-09,24.2,0.7159,,,22.88,0
26.16342,92.69507,2020-12-11,0.0,0.5966,,,26.163,0
27.27892,87.57098,2014-08-06,23.8,0.7124,,,27.279,0
27.04915,89.12259,2021-09-06,4.7,0.6916,,,27.049,0
28.55354,90.09032,2020-01-22,0.0,0.2117,,,28.554,0
26.40338,95.27711,2023-03-12,1.1,0.5368,,,26.403,0
25.99897,87.77389,2013-02-28,0.0,0.2474,,,25.999,0
26.61827,93.56157,2018-11-22,0.0,0.6697,,,26.618,0
26.36628,92.33733,2015-05-29,33.1,0.7917,,,26.366,0
22.9255,94.0847,2016-12-11,0.0,0.4438,,,22.925,0
25.96277,96.44254,2014-05-24,12.1,0.8151,,,25.963,0
26.96093,94.21314,2012-01-12,0.2,0.5762,,,26.961,0
28.17829,87.95168,2013-08-18,5.7,0.6947,,,28.178,0
26.45929,87.00151,2019-02-26,0.0,0.2838,,,26.459,0
25.64819,95.36279,2019-08-03,13.0,0.8346,,,25.648,0
26.09569,95.62632,2021-04-25,0.0,0.5004,,,26.096,0
26.59022,97.0914,2016-10-23,0.0,0.5919,,,26.59,0
22.96091,90.27745,2023-06-18,16.9,0.5145,,,22.961,0
27.41536,94.68049,2018-01-18,0.0,0.5573,,,27.415,0
27.74306,88.08041,2018-01-31,0.0,0.695,,,27.743,0
24.34599,92.86029,2015-09-23,2.4,0.6747,,,24.346,0
23.60091,94.55866,2014-12-05,0.0,0.5965,,,23.601,0
25.97436,95.51052,2012-07-18,35.5,0.7598,,,25.974,0
24.0726,90.45694,2012-11-01,0.3,0.5115,,,24.073,0
26.30486,92.9735,2016-12-24,0.3,0.4603,,,26.305,0
28.01275,95.70209,2014-10-13,1.8,0.5631,,,28.013,0
25.84767,93.20458,2023-03-03,0.0,0.4267,,,25.848,0
24.23382,94.44424,2013-11-26,0.0,0.3828,,,24.234,0
23.93908,93.37347,2021-01-13,0.0,0.1733,,,23.939,0
26.12317,88.45263,2012-03-24,0.0,0.2343,,,26.123,0
24.01879,92.74124,2013-05-01,1.7,0.4619,,,24.019,0
27.61623,91.13497,2013-07-21,32.6,0.7133,,,27.616,0
26.85736,88.78382,2023-08-20,6.8,0.4983,,,26.857,0
28.38199,88.71852,2011-04-30,0.0,0.438,,,28.382,0
27.78765,95.37383,2016-08-21,0.0,0.7248,,,27.788,0
25.08552,91.17356,2023-08-26,57.7,0.0,,,25.086,0
29.02276,93.71693,2015-01-29,7.7,0.581,,,29.023,0
25.34065,97.72428,2016-06-12,19.7,0.781,,,25.341,0
26.00528,88.67461,2023-02-16,0.0,0.3093,,,26.005,0
28.1365,97.07848,2021-03-15,6.8,0.6638,,,28.137,0
24.91158,92.09016,2021-10-13,1.5,0.634,,,24.912,0
27.72846,94.55863,2017-11-25,0.0,0.4705,,,27.728,0
27.57566,92.71185,2018-11-03,4.2,0.6381,,,27.576,0
25.61946,87.30417,2016-07-15,6.6,0.6797,,,25.619,0
26.71364,93.42787,2015-02-22,0.3,0.6228,,,26.714,0
28.63351,89.66208,2018-10-12,4.7,0.4781,,,28.634,0
27.57272,90.18715,2012-07-02,8.9,0.7057,,,27.573,0
25.97572,87.87908,2021-10-07,1.4,0.6089,,,25.976,0
26.05537,89.88192,2021-04-21,0.2,0.474,,,26.055,0
26.34751,91.36541,2011-02-03,0.0,0.4795,,,26.348,0
26.04583,93.72147,2012-03-19,0.0,0.494,,,26.046,0
25.35476,95.45667,2019-12-18,0.0,0.5383,,,25.355,0
24.92886,90.63322,2020-08-09,5.4,0.6747,,,24.929,0
24.33668,91.12302,2023-07-28,5.4,0.6451,,,24.337,0
25.44041,89.52836,2019-12-02,0.0,0.3619,,,25.44,0
26.39494,93.79107,2017-03-18,5.3,0.7921,,,26.395,0
27.8573,88.87536,2015-10-11,10.0,0.5319,,,27.857,0
25.51485,93.65348,2022-02-07,0.1,0.7655,,,25.515,0
25.21969,88.59723,2011-12-11,0.1,0.2804,,,25.22,0
27.43582,88.9362,2020-01-12,0.0,0.5163,,,27.436,0
26.49064,95.51144,2018-12-27,0.0,0.5967,,,26.491,0
25.19119,98.09815,2016-04-15,24.4,0.7008,,,25.191,0
23.15078,93.78106,2023-02-09,0.0,0.2201,,,23.151,0
23.89704,92.13405,2011-08-27,6.0,0.6883,,,23.897,0
22.43664,92.61822,2018-05-06,4.3,0.4926,,,22.437,0
24.36133,94.67756,2017-10-17,1.4,0.8006,,,24.361,0
28.21863,94.66222,2020-05-17,3.0,0.6917,,,28.219,0
24.7689,95.70289,2022-12-24,0.0,0.5755,,,24.769,0
26.26257,87.96773,2020-08-06,5.0,0.6638,,,26.263,0
27.17686,95.36413,2018-03-20,0.0,0.7783,,,27.177,0
23.68329,90.9186,2013-04-15,1.7,0.2649,,,23.683,0
24.42941,95.9272,2018-12-18,0.4,0.497,,,24.429,0
23.99054,94.63164,2020-04-30,4.7,0.829,,,23.991,0
24.72848,88.70843,2018-01-29,0.0,0.3656,,,24.728,0
27.80418,86.77009,2016-08-09,6.2,0.5582,,,27.804,0
24.36049,90.35287,2011-02-27,0.0,0.4257,,,24.36,0
26.83816,97.00363,2012-06-09,0.5,0.796,,,26.838,0
25.71214,95.62134,2012-10-10,8.5,0.7924,,,25.712,0
27.26612,96.29632,2022-03-23,0.2,0.6006,,,27.266,0
27.64494,88.15694,2022-02-08,0.3,0.6217,,,27.645,0
29.12838,89.22441,2014-10-03,0.0,0.6379,,,29.128,0
27.55846,93.35493,2013-01-12,0.0,0.5751,,,27.558,0
23.80201,92.15261,2023-07-10,12.6,0.6564,,,23.802,0
25.48385,87.48645,2016-10-21,0.0,0.4953,,,25.484,0
26.63358,94.41446,2020-01-25,0.0,0.7077,,,26.634,0
26.89789,97.28028,2022-01-24,5.2,0.7813,,,26.898,0
27.69244,94.59738,2013-07-05,18.2,0.7117,,,27.692,0
23.96668,92.8736,2023-09-29,0.4,0.551,,,23.967,0
25.31114,95.82969,2019-01-05,0.0,0.5499,,,25.311,0
23.48474,94.22255,2016-12-17,0.0,0.4535,,,23.485,0
26.98566,95.42929,2018-06-10,15.0,0.8274,,,26.986,0
27.38956,94.05921,2013-01-19,0.0,0.3568,,,27.39,0
22.7282,90.96626,2022-11-17,0.0,0.2999,,,22.728,0
23.56154,91.78903,2014-08-13,12.1,0.6899,,,23.562,0
23.24527,93.33147,2018-12-10,0.0,0.3907,,,23.245,0
28.27112,88.46174,2016-04-24,0.3,0.195,,,28.271,0
25.61797,95.1834,2015-02-14,0.0,0.5624,,,25.618,0
27.58949,94.77128,2017-03-01,0.0,0.5468,,,27.589,0
21.93422,92.55402,2017-08-31,20.3,0.7128,,,21.934,0
28.46992,93.65471,2011-09-21,5.5,0.6943,,,28.47,0
26.50492,93.25701,2013-04-01,1.6,0.777,,,26.505,0
25.61581,89.28648,2011-03-11,0.0,0.2289,,,25.616,0
26.99175,90.17001,2023-06-17,26.4,0.709,,,26.992,0
28.06764,87.17531,2015-05-04,2.2,0.5067,,,28.068,0
27.82042,95.51967,2013-02-16,0.0,0.3676,,,27.82,0
23.24234,93.15311,2019-03-21,0.0,0.3916,,,23.242,0
26.07689,93.17971,2023-12-11,0.0,0.7378,,,26.077,0
24.66285,91.42908,2014-03-02,0.4,0.3256,,,24.663,0
25.62111,87.39742,2019-06-10,13.9,0.3065,,,25.621,0
25.97205,92.51051,2011-10-03,2.5,0.825,,,25.972,0
26.0056,89.15156,2015-05-26,54.9,0.7121,,,26.006,0
26.09273,90.68454,2020-12-28,0.0,0.5359,,,26.093,0
26.58002,86.76502,2022-10-28,0.0,0.3972,,,26.58,0
27.50895,89.14675,2015-06-06,7.0,0.6841,,,27.509,0
26.73031,92.45626,2012-05-13,11.1,0.6769,,,26.73,0
24.47334,93.43783,2019-03-15,0.0,0.4414,,,24.473,0
26.39772,93.93623,2013-06-28,25.0,0.7703,,,26.398,0
30.23086,94.35577,2016-10-29,2.6,0.6563,,,30.231,0
26.60427,92.75753,2011-02-04,0.0,0.2812,,,26.604,0
25.43168,88.76459,2011-12-19,0.0,0.2342,,,25.432,0
27.06581,94.05212,2019-06-12,0.2,0.6217,,,27.066,0
26.86416,91.87713,2023-10-19,0.0,0.259,,,26.864,0
26.02978,98.03956,2023-07-10,10.9,0.8366,,,26.03,0
22.55349,93.33572,2015-03-25,1.2,0.275,,,22.553,0
27.06629,90.2036,2019-06-13,3.0,0.6601,,,27.066,0
25.6597,87.67517,2012-06-02,85.9,0.6183,,,25.66,0
22.67981,92.75685,2014-01-18,0.0,0.2274,,,22.68,0
27.75028,95.2911,2011-01-22,0.0,0.7693,,,27.75,0
28.07968,88.24176,2011-05-21,0.4,0.4391,,,28.08,0
27.62777,91.35066,2019-09-24,21.7,0.7041,,,27.628,0
27.70284,94.714,2014-07-28,21.5,0.7067,,,27.703,0
23.74651,97.09898,2019-04-19,0.0,0.5129,,,23.747,0
24.78362,95.59111,2018-06-22,12.7,0.8354,,,24.784,0
23.51235,90.24959,2018-09-27,3.6,0.5813,,,23.512,0
28.27238,92.56732,2017-06-17,11.6,0.6643,,,28.272,0
28.21483,93.46068,2011-11-15,12.0,0.6824,,,28.215,0
28.25939,94.67313,2016-11-22,0.0,0.4348,,,28.259,0
26.47259,96.63911,2016-06-18,12.5,0.712,,,26.473,0
28.81979,87.91913,2018-01-11,0.0,0.0324,,,28.82,0
29.14246,89.55489,2014-01-21,0.0,0.573,,,29.142,0
22.42855,92.64996,2017-11-19,0.0,0.585,,,22.429,0
26.29311,96.07617,2019-06-30,18.9,0.6934,,,26.293,0
26.9183,92.90637,2015-03-12,0.0,0.2591,,,26.918,0
