latitude,longitude,date,rainfall_mm,soil_moisture,slope,elevation,abs_lat,label
27.0599,88.4674,2013-09-16,0.0,0.5558,7.014,1248.0,27.06,1
26.8545,88.3372,2011-09-28,1.1,0.6858,19.949,815.0,26.855,1
26.4205,94.9731,2013-08-16,19.2,0.76,6.834,690.0,26.421,1
27.0366,88.263,2010-08-05,14.8,0.6934,16.747,2098.0,27.037,1
25.4749,93.1477,2010-10-09,36.5,0.8059,0.993,152.0,25.475,1
23.591,92.9296,2010-09-13,15.4,0.7059,14.466,801.0,23.591,1
27.04040393,89.90633458,2017-07-08,47.7,0.7086,19.812,1358.0,27.04,1
25.73318099,93.99655231,2017-05-16,16.5,0.852,18.59,973.0,25.733,1
24.6869,93.9157,2011-07-25,1.7,0.7144,0.057,772.0,24.687,1
25.481623,93.141692,2017-04-04,49.0,0.8381,1.994,160.0,25.482,1
23.73354779,92.74744512,2017-06-10,15.4,0.6993,8.744,876.0,23.734,1
26.1666,91.7042,2015-09-23,30.3,0.7745,8.725,231.0,26.167,1
27.07671517,93.59755441,2017-07-09,94.1,0.7251,4.058,225.0,27.077,1
22.1334,96.4669,2015-10-13,18.2,0.7939,2.562,1293.0,22.133,1
24.9829,93.5063,2013-09-01,3.7,0.6617,7.325,1284.0,24.983,1
26.1548,91.7351,2011-09-23,12.4,0.8199,0.326,55.0,26.155,1
26.1498,94.6055,2013-08-04,9.3,0.8238,18.499,1721.0,26.15,1
25.4192,94.108,2011-07-29,14.0,0.7874,5.238,1400.0,25.419,1
25.6320357,94.10065403,2017-07-09,16.8,0.8452,19.489,1682.0,25.632,1
24.7625,93.4341,2013-08-17,12.5,0.7002,8.269,681.0,24.762,1
26.2753,94.6654,2010-08-17,5.0,0.807,15.745,1115.0,26.275,1
25.8143,90.5763,2014-09-24,4.7,0.7781,1.324,63.0,25.814,1
25.9702,91.8587,2014-10-05,0.0,0.7296,4.452,299.0,25.97,1
24.9356,93.8443,2010-07-31,10.0,0.7884,1.766,850.0,24.936,1
25.72019272,94.03225673,2017-07-08,16.2,0.8453,14.124,1097.0,25.72,1
25.5772,91.8666,2014-09-23,125.6,0.8123,2.523,1469.0,25.577,1
24.416,94.0984,2015-08-01,33.3,0.7256,16.504,1347.0,24.416,1
24.0896,91.4663,2013-05-08,57.9,0.715,1.231,107.0,24.09,1
25.43807422,91.79904872,2017-06-17,41.4,0.85,0.844,1869.0,25.438,1
23.7313,92.7187,2015-09-14,10.7,0.7047,5.786,1039.0,23.731,1
25.3433,92.2897,2010-05-11,37.2,0.8075,1.481,1204.0,25.343,1
26.1062,91.8717,2015-07-25,1.3,0.8016,6.951,247.0,26.106,1
26.8599,89.3943,2010-07-21,147.7,0.6421,6.965,387.0,26.86,1
26.0319,94.5466,2015-06-24,15.6,0.7858,13.511,1581.0,26.032,1
27.0165,88.2476,2015-06-13,33.4,0.7094,16.716,2185.0,27.017,1
25.61919207,92.7094701,2017-04-29,1.9,0.7626,2.721,585.0,25.619,1
25.6682,94.1099,2011-06-28,36.8,0.7985,8.046,1439.0,25.668,1
25.31006064,94.48265093,2010-08-15,16.9,0.7767,8.448,1571.0,25.31,1
26.84850975,88.26181745,2011-06-17,27.4,0.7099,10.055,953.0,26.849,1
26.10430759,91.86227824,2017-07-03,83.0,0.8545,7.849,131.0,26.104,1
25.6623,94.1072,2010-10-10,1.8,0.7919,6.382,1394.0,25.662,1
27.0087,88.443,2015-06-17,14.3,0.7015,16.309,361.0,27.009,1
26.11613908,94.24222574,2017-07-01,19.0,0.8542,9.307,1384.0,26.116,1
26.1016,91.6906,2013-05-11,29.0,0.8184,3.002,109.0,26.102,1
25.318,94.0441,2013-08-09,5.2,0.7004,2.564,1026.0,25.318,1
26.99195749,88.42280921,2011-07-17,19.8,0.703,13.6,322.0,26.992,1
23.7365,92.7146,2010-08-06,17.2,0.7036,1.883,1010.0,23.736,1
25.6269,94.1139,2013-07-12,27.1,0.8122,7.723,1558.0,25.627,1
25.2269,93.1658,2010-06-15,8.1,0.7795,3.492,396.0,25.227,1
26.222,94.9152,2010-08-14,31.6,0.7376,15.158,1734.0,26.222,1
22.65620215,93.61589869,2017-05-29,70.6,0.6767,9.893,1554.0,22.656,1
24.27173018,93.28039349,2017-07-09,2.2,0.6683,16.476,1055.0,24.272,1
26.3186,94.5121,2011-06-20,11.8,0.8003,8.627,1260.0,26.319,1
26.0481,94.4619,2013-08-04,4.9,0.7933,20.035,856.0,26.048,1
22.65242372,92.15898865,2017-06-13,103.3,0.6086,0.518,56.0,22.652,1
25.9611,91.3681,2016-07-07,27.2,0.7848,3.551,187.0,25.961,1
26.8727,94.9275,2013-08-16,16.4,0.7391,1.616,128.0,26.873,1
25.6633,94.4703,2010-10-08,26.2,0.816,5.429,1443.0,25.663,1
25.426,94.6024,2013-10-13,0.0,0.618,10.167,1311.0,25.426,1
26.3335,94.5512,2010-06-15,20.3,0.7839,4.8,1356.0,26.334,1
23.4495,92.8112,2015-08-28,1.3,0.6766,14.102,867.0,23.45,1
26.8843,88.1835,2015-06-30,15.6,0.7105,4.986,1645.0,26.884,1
26.3312531,94.55427723,2017-07-01,29.9,0.8542,8.681,1332.0,26.331,1
23.7736,94.1201,2015-08-01,14.1,0.8021,3.034,232.0,23.774,1
25.06657276,93.9310888,2017-06-30,33.6,0.8486,6.27,985.0,25.067,1
22.65242372,92.15898865,2017-06-13,103.3,0.6086,0.518,56.0,22.652,1
25.72,94.6219,2015-08-02,4.4,0.8157,16.994,1765.0,25.72,1
27.0377,88.3603,2012-09-14,109.7,0.7101,18.468,1504.0,27.038,1
26.7973,88.1389,2016-08-09,3.1,0.6763,9.817,562.0,26.797,1
25.16,93.686,2015-06-19,1.8,0.6688,15.871,1089.0,25.16,1
25.616,94.1167,2013-07-12,27.7,0.8122,19.253,1603.0,25.616,1
25.6237,94.1136,2015-08-12,13.2,0.8311,12.556,1610.0,25.624,1
24.21988831,93.20266204,2017-06-26,34.6,0.7104,21.787,807.0,24.22,1
22.80452414,91.91261915,2017-06-13,55.9,0.7128,1.399,41.0,22.805,1
27.02099026,89.90712175,2017-07-08,49.0,0.7058,20.754,1610.0,27.021,1
25.5728,91.885,2010-06-28,68.2,0.8176,1.599,1496.0,25.573,1
26.1028,91.8806,2015-08-22,28.2,0.8015,4.937,151.0,26.103,1
19.6699,73.5111,2011-07-12,16.1,0.8056,2.013,360.0,19.67,1
40.10587669,-80.74692388,2017-05-01,6.9,0.5918,4.167,261.0,40.106,1
5.9437,116.0946,2010-06-09,15.6,0.7283,1.551,14.0,5.944,1
-22.9312,-43.1854,2010-04-06,62.1,0.7146,9.56,34.0,22.931,1
-40.9324,145.6201,2016-07-15,0.0,0.6624,8.693,19.0,40.932,1
43.7777,-115.5106,2014-08-04,0.0,0.2425,3.785,1178.0,43.778,1
47.3012,-122.1737,2015-01-05,36.0,0.7078,5.609,25.0,47.301,1
-16.811107,-179.8647,2016-12-17,69.9,0.6145,2.749,35.0,16.811,1
24.7844,115.0278,2010-05-06,34.6,0.7997,0.797,265.0,24.784,1
38.7981,-84.0971,2011-05-03,26.6,0.692,2.904,234.0,38.798,1
9.3626,-79.8221,2015-11-16,27.3,0.6427,2.698,84.0,9.363,1
44.9817,-93.2659,2014-06-19,10.3,0.5724,1.807,258.0,44.982,1
43.4641,6.4793,2010-06-15,62.4,0.5729,6.186,92.0,43.464,1
38.2217,-80.5293,2016-06-24,8.0,0.6992,4.162,670.0,38.222,1
-45.8727,170.5863,2013-06-17,35.4,0.7103,5.036,0.0,45.873,1
39.23401474,68.62977171,2017-07-03,0.3,0.2106,16.832,2348.0,39.234,1
8.9458,125.5319,2014-01-10,44.9,0.7929,0.115,5.0,8.946,1
37.1873,-80.111,2015-09-29,43.7,0.7893,2.477,568.0,37.187,1
8.7463,-82.4569,2015-11-22,20.3,0.6924,6.185,1158.0,8.746,1
58.3336,-134.4739,2015-09-29,47.6,0.7062,9.302,7.0,58.334,1
42.2481,22.8963,2015-03-21,0.0,0.6778,2.703,478.0,42.248,1
47.229291,-122.255001,2017-03-16,2.2,0.6783,7.552,21.0,47.229,1
-23.6687,-46.4614,2011-01-06,6.7,0.7979,1.936,767.0,23.669,1
36.98563766,127.2486211,2017-07-09,13.5,0.8229,3.015,50.0,36.986,1
19.069,72.8703,2010-06-25,25.4,0.6374,0.116,4.0,19.069,1
7.796861888,126.1657482,2017-02-17,0.9,0.8179,8.102,410.0,7.797,1
49.8607,-114.7462,2015-07-11,0.9,0.3378,13.93,1846.0,49.861,1
36.62937456,-84.22811475,2017-04-23,32.0,0.8409,5.28,326.0,36.629,1
26.8844,98.8704,2014-07-09,5.0,0.6669,5.437,1166.0,26.884,1
50.4374,-3.5713,2010-03-27,0.0,0.6551,2.12,23.0,50.437,1
43.7905,-123.8551,2011-01-16,34.9,0.7049,9.059,142.0,43.791,1
40.21,-80.5741,2015-07-12,7.2,0.7813,7.255,315.0,40.21,1
3.1797,101.6757,2014-10-01,12.6,0.7186,1.677,49.0,3.18,1
44.1705,-124.0874,2015-12-21,36.9,0.7059,4.525,95.0,44.17,1
47.7305,-122.2824,2010-12-12,53.4,0.709,6.803,31.0,47.73,1
40.4507,-79.9773,2010-06-05,16.9,0.7987,9.037,304.0,40.451,1
9.077,-79.4974,2016-05-10,2.3,0.6494,1.665,70.0,9.077,1
23.8393,120.8671,2010-06-14,2.9,0.7045,4.472,400.0,23.839,1
37.4078,-82.4405,2015-07-14,12.6,0.6512,0.697,268.0,37.408,1
44.14353772,18.07769206,2017-02-24,9.0,0.6118,4.342,427.0,44.144,1
-1.5253,29.2908,2010-05-16,15.3,0.6997,10.356,2191.0,1.525,1
43.98279054,-124.0540224,2017-02-05,79.8,0.7261,4.764,36.0,43.983,1
-7.4001,109.6666,2016-06-23,0.2,0.7204,1.664,263.0,7.4,1
-7.509,107.6982,2011-05-06,25.8,0.7055,13.31,725.0,7.509,1
-9.938,33.4318,2011-04-11,1.9,0.7665,1.991,1500.0,9.938,1
43.5411,-111.2683,2011-05-08,13.0,0.7105,12.865,2235.0,43.541,1
-36.8631,174.7821,2015-06-04,9.4,0.6294,3.25,64.0,36.863,1
48.6223,-122.4446,2010-12-10,9.9,0.7033,21.01,143.0,48.622,1
-18.1388,177.5031,2012-01-24,70.9,0.7132,2.778,7.0,18.139,1
7.7211,125.1335,2014-09-01,31.5,0.7715,1.948,300.0,7.721,1
40.6489,-105.1748,2013-07-12,7.2,0.2656,4.316,1569.0,40.649,1
39.2089,-106.9909,2010-08-19,10.8,0.606,21.013,2789.0,39.209,1
-11.9028289,-76.66275382,2017-01-15,18.6,0.7265,9.76,1020.0,11.903,1
37.0293,-119.4475,2011-03-26,10.5,0.7097,4.42,592.0,37.029,1
8.4408,-80.8605,2016-04-30,6.8,0.651,3.592,551.0,8.441,1
-7.3196,109.7856,2014-12-04,21.1,0.7448,6.585,796.0,7.32,1
51.67903013,-2.023652165,2017-01-09,3.3,0.6438,0.781,110.0,51.679,1
21.3825,-157.7724,2011-02-24,3.1,0.4636,7.614,250.0,21.383,1
-8.198,115.1374,2013-02-18,27.9,0.6889,13.736,669.0,8.198,1
50.8378,-118.9805,2012-04-26,21.2,0.6946,0.639,352.0,50.838,1
19.5633,-96.9479,2016-08-06,41.9,0.7942,5.265,1463.0,19.563,1
-7.00063,110.41455,2016-11-15,18.2,0.7603,4.183,64.0,7.001,1
44.3551,17.9324,2014-05-15,58.3,0.7121,2.469,279.0,44.355,1
19.0669,-97.1119,2016-08-05,21.5,0.5158,13.402,1919.0,19.067,1
42.1474,19.6946,2010-12-04,30.6,0.7135,11.646,793.0,42.147,1
38.163,-82.5052,2014-04-12,0.1,0.6344,1.454,196.0,38.163,1
50.6296,-1.1959,2013-09-23,0.0,0.4097,2.008,72.0,50.63,1
47.989,-122.363,2011-04-19,0.0,0.6163,8.294,72.0,47.989,1
60.0613,6.5483,2011-01-17,21.7,0.4576,7.561,56.0,60.061,1
6.8894,81.0402,2011-01-06,9.5,0.7458,12.696,929.0,6.889,1
50.705,-2.7269,2014-01-16,3.2,0.6968,4.318,24.0,50.705,1
24.7032,101.6378,2011-11-09,0.7,0.6013,9.653,2056.0,24.703,1
41.7396,20.9306,2010-03-15,0.0,0.6167,7.421,579.0,41.74,1
41.7592,26.2009,2012-02-06,12.4,0.7012,0.36,51.0,41.759,1
-6.60253493,106.7955661,2017-02-27,16.2,0.8301,1.817,270.0,6.603,1
-7.235152,109.829559,2016-10-23,28.7,0.7276,3.805,1504.0,7.235,1
1.3484,34.3991,2011-09-11,27.6,0.7769,7.65,1974.0,1.348,1
45.5829,-122.7686,2014-03-05,30.0,0.7078,12.026,69.0,45.583,1
-6.007163731,144.9590951,2017-01-09,3.0,0.6953,11.803,1640.0,6.007,1
38.81859944,-123.0225391,2017-02-07,20.8,0.7024,5.423,109.0,38.819,1
-37.73674273,176.2877483,2017-04-06,1.2,0.4935,10.37,132.0,37.737,1
45.5153,-122.7004,2010-12-28,43.4,0.7103,3.593,115.0,45.515,1
7.9329,81.0081,2011-01-09,190.3,0.7886,0.63,47.0,7.933,1
39.7281,-91.3708,2015-07-11,0.5,0.6119,5.31,162.0,39.728,1
39.81020345,69.52794225,2017-07-04,0.2,0.2085,2.778,1382.0,39.81,1
5.373,100.2802,2014-09-26,18.8,0.7502,17.407,144.0,5.373,1
-22.9149,-43.1109,2010-04-06,73.9,0.7146,2.513,0.0,22.915,1
44.1228,-122.3992,2012-03-12,9.2,0.694,3.138,309.0,44.123,1
50.7187,-1.8577,2014-02-21,0.6,0.4516,2.779,35.0,50.719,1
21.4409,92.0074,2015-06-26,103.6,0.715,0.445,2.0,21.441,1
37.4038,-82.4931,2015-04-14,34.4,0.693,7.068,289.0,37.404,1
36.4461,-92.4623,2011-04-25,87.8,0.7989,0.526,306.0,36.446,1
46.71607814,-122.2132134,2017-02-09,40.4,0.7283,6.268,458.0,46.716,1
47.2473,-122.373,2014-02-18,25.4,0.7019,0.128,4.0,47.247,1
39.8541,-80.8243,2011-03-16,2.2,0.7474,11.8,299.0,39.854,1
47.4074,-102.7912,2011-07-18,0.4,0.3877,0.25,687.0,47.407,1
-14.30652636,-170.8105958,2017-05-11,10.8,0.0,15.577,137.0,14.307,1
-16.805174,178.321201,2016-12-18,24.7,0.0,4.323,14.0,16.805,1
40.5733,-105.343,2012-09-27,4.0,0.58,6.776,2124.0,40.573,1
56.3656,-3.4468,2013-01-09,0.0,0.6566,7.703,24.0,56.366,1
-22.4115,-42.9705,2012-04-06,7.6,0.7488,9.415,975.0,22.412,1
8.1112,98.3153,2016-08-31,8.3,0.5892,0.795,10.0,8.111,1
-23.0145,-43.2915,2010-04-06,61.2,0.7147,4.408,58.0,23.015,1
-2.1162,-79.023,2016-04-13,11.8,0.7335,20.139,816.0,2.116,1
21.9607,-159.3585,2012-02-26,29.8,0.7299,2.173,12.0,21.961,1
50.8267,-121.859,2016-09-29,0.0,0.4494,10.022,539.0,50.827,1
41.2008,-73.1157,2014-03-20,9.6,0.5169,0.49,6.0,41.201,1
3.1082,101.756,2016-07-22,38.2,0.7891,7.8,160.0,3.108,1
44.6163,22.7941,2010-02-20,6.4,0.7099,6.394,298.0,44.616,1
34.4425,-81.78271,2017-09-02,0.0,0.7226,0.602,186.0,34.443,0
27.28315,87.17318,2013-05-16,16.8,0.7084,15.98,927.0,27.283,0
26.80291,92.08137,2022-07-17,15.5,0.7985,0.386,144.0,26.803,0
28.58491,88.56951,2020-11-08,0.0,0.1661,5.272,4776.0,28.585,0
22.80524,92.74535,2017-01-24,0.0,0.2855,10.068,347.0,22.805,0
28.67601,93.39689,2015-03-28,0.0,0.6085,30.056,3842.0,28.676,0
11.54783,-60.49711,2013-06-18,12.5,0.0,0.0,0.0,11.548,0
9.37416,-79.39943,2012-10-25,13.6,0.7222,8.883,484.0,9.374,0
23.41385,100.79667,2021-03-25,0.0,0.6303,13.316,1986.0,23.414,0
29.14881,94.75358,2021-02-23,8.9,0.54,6.445,3872.0,29.149,0
27.05638,93.0061,2012-10-25,0.3,0.6158,14.749,769.0,27.056,0
26.6905,85.91184,2012-03-06,0.0,0.2233,0.385,68.0,26.691,0
34.16654,-111.61367,2015-07-08,0.0,0.1792,8.518,1396.0,34.167,0
23.7745,92.1507,2023-11-27,0.0,0.4524,6.549,259.0,23.774,0
15.09398,-90.40243,2022-02-14,0.4,0.258,3.727,950.0,15.094,0
28.59175,89.08526,2012-08-22,12.0,0.6576,17.379,4953.0,28.592,0
32.43716,-111.10887,2016-04-26,0.0,0.0383,1.418,731.0,32.437,0
26.44604,95.54453,2011-04-18,0.8,0.7857,19.772,1085.0,26.446,0
28.34067,89.41662,2015-12-15,0.0,0.4901,1.214,4440.0,28.341,0
27.78146,88.4384,2016-12-04,0.0,0.4491,13.856,4598.0,27.781,0
15.39121,-84.88492,2018-07-13,6.2,0.8332,4.281,255.0,15.391,0
23.71833,93.69889,2020-11-10,0.0,0.5697,12.072,1098.0,23.718,0
34.4316,-118.61139,2012-02-05,0.0,0.1462,3.806,358.0,34.432,0
-7.81774,107.19107,2012-05-05,7.3,0.0,0.0,0.0,7.818,0
26.41472,87.39121,2023-01-10,0.0,0.3889,0.103,64.0,26.415,0
3.45522,103.58842,2018-09-06,10.8,0.0,0.0,0.0,3.455,0
26.60635,88.46134,2017-04-08,0.1,0.4678,0.077,97.0,26.606,0
27.12705,86.12488,2017-04-29,1.1,0.3078,3.703,597.0,27.127,0
23.71599,92.11838,2018-06-07,3.4,0.6881,0.683,289.0,23.716,0
7.9757,97.26748,2015-04-24,1.2,0.0,0.0,0.0,7.976,0
42.08672,22.27905,2012-10-27,2.9,0.3863,14.144,988.0,42.087,0
-0.13156,29.01362,2019-09-27,11.9,0.8349,5.562,1183.0,0.132,0
28.4142,94.4767,2018-03-19,0.0,0.6947,17.205,3047.0,28.414,0
40.38125,-80.93904,2014-10-13,4.4,0.5808,0.553,377.0,40.381,0
35.96037,-82.301,2023-03-03,10.0,0.8309,10.045,793.0,35.96,0
26.76155,90.29473,2016-08-27,2.5,0.5199,2.326,230.0,26.762,0
23.31141,94.04031,2020-09-24,0.2,0.6058,0.197,120.0,23.311,0
23.91999,91.27021,2017-09-29,35.2,0.7128,0.572,16.0,23.92,0
18.50479,-76.07632,2015-10-10,0.0,0.0,0.0,0.0,18.505,0
31.94851,105.12254,2014-08-24,0.4,0.6028,4.754,738.0,31.949,0
28.14279,85.43826,2013-04-07,1.5,0.3763,28.473,3766.0,28.143,0
27.03999,92.95077,2023-08-08,65.4,0.8469,14.454,845.0,27.04,0
20.65159,-96.5645,2018-07-22,0.0,0.0,0.0,0.0,20.652,0
37.41391,74.10677,2012-01-19,0.0,0.3217,8.337,4451.0,37.414,0
27.40441,94.15731,2017-08-10,49.7,0.7261,1.283,116.0,27.404,0
40.78319,-79.42052,2020-09-25,0.0,0.5515,4.826,408.0,40.783,0
26.76115,89.80165,2013-05-11,4.5,0.6787,23.026,605.0,26.761,0
32.14059,76.24875,2019-03-31,0.0,0.3371,0.91,705.0,32.141,0
6.9437,81.52621,2014-09-29,4.2,0.556,1.389,87.0,6.944,0
-7.26815,106.99856,2015-05-06,8.3,0.6938,1.169,141.0,7.268,0
20.05206,-97.7952,2018-11-03,3.8,0.6929,13.632,1298.0,20.052,0
27.71876,88.2583,2016-11-25,0.0,0.5067,19.908,5640.0,27.719,0
32.90022,-117.25143,2020-09-12,0.0,0.1617,6.918,97.0,32.9,0
5.06632,99.82345,2011-11-13,3.7,0.0,0.0,0.0,5.066,0
22.63932,96.24933,2021-09-20,33.2,0.8417,6.27,221.0,22.639,0
10.29214,125.85885,2012-12-30,8.2,0.0,0.0,0.0,10.292,0
40.99666,-104.93996,2011-09-21,0.3,0.3868,1.15,1867.0,40.997,0
39.42717,-91.08225,2017-05-30,0.2,0.5822,3.352,168.0,39.427,0
28.3053,91.94489,2019-05-09,0.0,0.7064,0.0,4748.0,28.305,0
7.98957,125.83082,2011-02-03,4.5,0.806,2.455,49.0,7.99,0
26.80239,94.40331,2012-03-19,0.0,0.5229,0.165,102.0,26.802,0
-6.6347,111.61712,2019-12-18,9.3,0.7667,0.0,0.0,6.635,0
23.27984,95.06915,2014-02-12,0.0,0.41,0.62,212.0,23.28,0
23.31931,120.97183,2021-09-27,2.7,0.6491,28.479,2036.0,23.319,0
8.58942,-84.22836,2021-11-02,44.4,0.0,0.0,0.0,8.589,0
26.96228,92.66271,2013-02-22,0.0,0.4727,2.259,125.0,26.962,0
27.95693,88.47378,2017-07-25,1.9,0.7055,11.726,4817.0,27.957,0
23.48767,91.67981,2013-05-18,1.2,0.6753,0.618,41.0,23.488,0
7.59863,-81.6292,2013-08-18,8.5,0.0,0.0,0.0,7.599,0
27.29689,83.65206,2011-12-11,0.0,0.2683,0.0,96.0,27.297,0
27.66241,95.34187,2018-10-07,0.4,0.7539,0.36,116.0,27.662,0
9.69732,125.94149,2023-05-20,15.8,0.7977,6.228,106.0,9.697,0
26.95108,92.15542,2023-06-24,5.1,0.8212,16.004,581.0,26.951,0
23.48379,92.2931,2017-10-07,7.9,0.6882,7.97,179.0,23.484,0
8.04894,124.99348,2020-06-17,42.1,0.8368,9.736,1211.0,8.049,0
17.98422,-96.7457,2014-01-24,9.7,0.5942,17.017,931.0,17.984,0
32.18715,105.13467,2021-03-20,2.1,0.6383,2.993,1342.0,32.187,0
26.6607,93.93594,2015-01-26,0.0,0.4634,0.679,94.0,26.661,0
26.98946,94.40267,2018-03-20,0.0,0.7575,0.0,86.0,26.989,0
23.83539,90.67085,2013-04-15,1.8,0.2344,0.308,8.0,23.835,0
-6.39201,144.6268,2017-03-20,15.8,0.7032,0.587,914.0,6.392,0
27.48291,98.31615,2012-03-30,15.8,0.8384,12.244,2134.0,27.483,0
39.39211,-80.26848,2023-08-03,0.9,0.4317,3.544,314.0,39.392,0
6.23206,115.33005,2017-09-13,0.8,0.0,0.0,0.0,6.232,0
22.91088,93.43014,2023-12-17,0.0,0.4618,19.12,1709.0,22.911,0
26.7354,87.82252,2019-08-27,1.7,0.6233,3.657,303.0,26.735,0
19.04194,73.62433,2012-11-10,0.0,0.4234,8.084,726.0,19.042,0
36.45933,-91.98047,2021-08-29,4.7,0.5537,0.928,263.0,36.459,0
9.05785,77.03563,2014-09-28,14.3,0.7601,11.348,162.0,9.058,0
1.50891,35.02195,2012-06-23,2.1,0.6111,1.717,1304.0,1.509,0
22.73537,90.33645,2018-02-16,0.0,0.1908,0.117,5.0,22.735,0
16.61229,73.85278,2021-07-28,46.2,0.8503,9.225,328.0,16.612,0
14.52151,-89.05957,2011-09-16,4.3,0.6809,7.288,1348.0,14.522,0
41.62118,-75.21284,2014-04-23,1.2,0.6324,0.086,425.0,41.621,0
26.65454,91.34876,2023-04-19,33.6,0.4572,0.277,71.0,26.655,0
36.8801,-82.10191,2012-09-28,8.4,0.6167,2.777,723.0,36.88,0
27.43562,93.44327,2022-12-19,0.3,0.4838,26.687,2423.0,27.436,0
26.68709,93.1705,2012-12-03,0.0,0.3791,0.077,70.0,26.687,0
28.88276,77.22359,2019-01-06,2.6,0.4062,0.051,210.0,28.883,0
-3.91678,-79.17386,2017-08-31,2.7,0.6244,12.629,2417.0,3.917,0
26.97077,86.83801,2022-12-22,0.0,0.3622,18.642,1544.0,26.971,0
28.44405,88.63314,2021-05-25,0.0,0.0014,1.202,4598.0,28.444,0
32.22212,77.97408,2021-12-11,0.0,0.0233,35.485,4202.0,32.222,0
28.74743,84.30613,2015-05-06,0.1,0.4817,23.895,4711.0,28.747,0
27.2501,95.52716,2020-08-27,11.9,0.8298,0.294,157.0,27.25,0
8.12466,124.74003,2022-02-18,0.8,0.6075,17.118,1423.0,8.125,0
27.84245,87.03553,2023-06-17,0.0,0.67,25.224,6072.0,27.842,0
27.01628,93.06334,2015-05-04,8.8,0.7856,5.167,411.0,27.016,0
28.4754,88.95024,2017-01-25,0.0,0.1512,15.314,5551.0,28.475,0
28.52733,90.88083,2022-12-18,0.0,0.5833,6.097,5129.0,28.527,0
2.51351,100.13285,2021-06-03,13.5,0.6747,0.155,4.0,2.514,0
36.46195,-81.71489,2021-12-16,0.0,0.7322,12.242,981.0,36.462,0
41.36518,-105.23024,2011-07-31,0.0,0.2451,1.303,2182.0,41.365,0
26.95982,82.28443,2016-04-15,0.0,0.21,0.051,113.0,26.96,0
22.43725,91.23954,2023-02-09,0.2,0.2212,0.103,3.0,22.437,0
28.20318,81.50717,2019-12-17,0.0,0.5109,0.058,150.0,28.203,0
-6.06274,143.1035,2014-12-19,15.3,0.7949,3.519,2160.0,6.063,0
27.06806,99.04325,2018-07-30,14.5,0.7063,25.666,3050.0,27.068,0
9.90568,76.55449,2011-04-15,7.7,0.766,1.239,38.0,9.906,0
28.33496,87.59838,2018-05-13,0.1,0.0501,14.748,4949.0,28.335,0
27.96553,91.42875,2017-11-01,0.0,0.6347,8.411,4830.0,27.966,0
40.29618,-78.2088,2022-06-05,0.0,0.3208,6.854,294.0,40.296,0
36.65601,-117.46076,2016-12-27,0.0,0.371,5.158,1474.0,36.656,0
